cluster_id,prompt_id,primary_mood,persona_id,warm,rotation,rank,tmdb_id,title,mood_coverage,evidence_source,runtime_satisfied,era_satisfied,duration_ms,merged_candidates,source_channels
"p002:cold_general","p002","comforting","cold_general",false,1,1,1297842,"GOAT",1.000000,KEYWORD_BACKED,true,true,55.400,60,"mood-aligned"
"p002:cold_general","p002","comforting","cold_general",false,3,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,48.760,60,"mood-aligned"
"p002:cold_general","p002","comforting","cold_general",false,4,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,50.034,60,"mood-aligned"
"p002:cold_general","p002","comforting","cold_general",false,4,2,1297842,"GOAT",1.000000,KEYWORD_BACKED,true,true,50.034,60,"mood-aligned"
"p002:cold_general","p002","comforting","cold_general",false,6,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,57.673,60,"mood-aligned"
"p002:cold_general","p002","comforting","cold_general",false,8,1,1297842,"GOAT",1.000000,KEYWORD_BACKED,true,true,72.311,60,"mood-aligned"
"p002:cold_general","p002","comforting","cold_general",false,9,1,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,63.828,60,"popular"
"p002:warm_thriller","p002","comforting","warm_thriller",true,0,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,107.258,80,"mood-aligned"
"p002:warm_thriller","p002","comforting","warm_thriller",true,2,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,90.371,80,"mood-aligned"
"p002:warm_thriller","p002","comforting","warm_thriller",true,3,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,67.251,80,"popular"
"p002:warm_thriller","p002","comforting","warm_thriller",true,4,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,54.999,80,"popular"
"p002:warm_thriller","p002","comforting","warm_thriller",true,4,2,1297842,"GOAT",1.000000,KEYWORD_BACKED,true,true,54.999,80,"popular"
"p002:warm_thriller","p002","comforting","warm_thriller",true,6,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,67.453,80,"popular"
"p002:warm_thriller","p002","comforting","warm_thriller",true,6,2,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,67.453,80,"popular"
"p002:warm_thriller","p002","comforting","warm_thriller",true,6,3,1297842,"GOAT",1.000000,KEYWORD_BACKED,true,true,67.453,80,"popular"
"p002:warm_thriller","p002","comforting","warm_thriller",true,8,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,73.337,80,"popular"
"p002:warm_thriller","p002","comforting","warm_thriller",true,9,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,104.217,80,"mood-aligned"
"p002:warm_thriller","p002","comforting","warm_thriller",true,9,2,1297842,"GOAT",1.000000,KEYWORD_BACKED,true,true,104.217,80,"popular"
"p002:warm_comfort","p002","comforting","warm_comfort",true,0,1,38757,"Tangled",1.000000,KEYWORD_BACKED,true,true,108.008,80,"genre-affinity"
"p002:warm_comfort","p002","comforting","warm_comfort",true,2,1,1297842,"GOAT",1.000000,KEYWORD_BACKED,true,true,84.873,80,"genre-affinity"
"p002:warm_comfort","p002","comforting","warm_comfort",true,2,2,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,84.873,80,"popular"
"p002:warm_comfort","p002","comforting","warm_comfort",true,2,3,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,84.873,80,"mood-aligned"
"p002:warm_comfort","p002","comforting","warm_comfort",true,3,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,88.247,80,"popular"
"p002:warm_comfort","p002","comforting","warm_comfort",true,4,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,88.975,80,"mood-aligned"
"p002:warm_comfort","p002","comforting","warm_comfort",true,4,2,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,88.975,80,"genre-affinity"
"p002:warm_comfort","p002","comforting","warm_comfort",true,5,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,84.671,80,"genre-affinity"
"p002:warm_comfort","p002","comforting","warm_comfort",true,5,2,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,84.671,80,"genre-affinity"
"p002:warm_comfort","p002","comforting","warm_comfort",true,6,1,1297842,"GOAT",1.000000,KEYWORD_BACKED,true,true,99.081,80,"mood-aligned"
"p002:warm_comfort","p002","comforting","warm_comfort",true,7,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,97.668,80,"genre-affinity"
"p002:warm_comfort","p002","comforting","warm_comfort",true,7,2,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,97.668,80,"genre-affinity"
"p002:warm_comfort","p002","comforting","warm_comfort",true,9,1,1297842,"GOAT",1.000000,KEYWORD_BACKED,true,true,89.312,80,"genre-affinity"
"p002:warm_comfort","p002","comforting","warm_comfort",true,9,2,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,89.312,80,"mood-aligned"
"p002:warm_comfort","p002","comforting","warm_comfort",true,9,3,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,89.312,80,"mood-aligned"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,0,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,70.729,80,"mood-aligned"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,1,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,135.186,80,"popular"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,2,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,98.706,80,"mood-aligned"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,2,2,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,98.706,80,"mood-aligned"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,3,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,87.473,80,"popular"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,4,1,803796,"KPop Demon Hunters",1.000000,KEYWORD_BACKED,true,true,86.141,80,"popular"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,5,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,68.072,80,"popular"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,5,2,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,68.072,80,"popular"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,6,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,79.303,80,"mood-aligned"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,7,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,81.602,80,"mood-aligned"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,8,1,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,68.861,80,"mood-aligned"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,9,1,14836,"Coraline",1.000000,KEYWORD_BACKED,true,true,66.739,80,"mood-aligned"
"p002:warm_cerebral","p002","comforting","warm_cerebral",true,9,2,293660,"Deadpool",1.000000,OVERVIEW_ONLY,false,true,66.739,80,"popular"
"p003:cold_general","p003","emotional","cold_general",false,0,1,101,"Léon: The Professional",0.500000,KEYWORD_BACKED,true,true,58.243,60,"high-rated"
"p003:cold_general","p003","emotional","cold_general",false,0,2,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,58.243,60,"popular"
"p003:cold_general","p003","emotional","cold_general",false,1,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,57.533,60,"mood-aligned"
"p003:cold_general","p003","emotional","cold_general",false,1,2,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,57.533,60,"popular"
"p003:cold_general","p003","emotional","cold_general",false,1,3,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,57.533,60,"high-rated"
"p003:cold_general","p003","emotional","cold_general",false,1,4,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,57.533,60,"popular"
"p003:cold_general","p003","emotional","cold_general",false,2,1,101,"Léon: The Professional",0.500000,KEYWORD_BACKED,true,true,54.852,60,"high-rated"
"p003:cold_general","p003","emotional","cold_general",false,2,2,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,54.852,60,"high-rated"
"p003:cold_general","p003","emotional","cold_general",false,3,1,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,56.874,60,"mood-aligned"
"p003:cold_general","p003","emotional","cold_general",false,4,1,101,"Léon: The Professional",0.500000,KEYWORD_BACKED,true,true,86.150,60,"high-rated"
"p003:cold_general","p003","emotional","cold_general",false,4,2,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,86.150,60,"mood-aligned"
"p003:cold_general","p003","emotional","cold_general",false,5,1,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,53.775,60,"high-rated"
"p003:cold_general","p003","emotional","cold_general",false,5,2,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,53.775,60,"high-rated"
"p003:cold_general","p003","emotional","cold_general",false,6,1,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,57.138,60,"mood-aligned"
"p003:cold_general","p003","emotional","cold_general",false,7,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,47.397,60,"popular"
"p003:cold_general","p003","emotional","cold_general",false,7,2,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,47.397,60,"popular"
"p003:cold_general","p003","emotional","cold_general",false,7,3,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,47.397,60,"mood-aligned"
"p003:cold_general","p003","emotional","cold_general",false,8,1,101,"Léon: The Professional",0.500000,KEYWORD_BACKED,true,true,44.873,60,"high-rated"
"p003:cold_general","p003","emotional","cold_general",false,8,2,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,44.873,60,"high-rated"
"p003:cold_general","p003","emotional","cold_general",false,8,3,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,44.873,60,"popular"
"p003:cold_general","p003","emotional","cold_general",false,9,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,45.369,60,"popular"
"p003:cold_general","p003","emotional","cold_general",false,9,2,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,45.369,60,"popular"
"p003:cold_general","p003","emotional","cold_general",false,9,3,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,45.369,60,"mood-aligned"
"p003:warm_thriller","p003","emotional","warm_thriller",true,0,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,49.943,80,"mood-aligned"
"p003:warm_thriller","p003","emotional","warm_thriller",true,0,2,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,49.943,80,"popular"
"p003:warm_thriller","p003","emotional","warm_thriller",true,1,1,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,43.515,80,"high-rated"
"p003:warm_thriller","p003","emotional","warm_thriller",true,2,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,45.048,80,"mood-aligned"
"p003:warm_thriller","p003","emotional","warm_thriller",true,2,2,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,45.048,80,"popular"
"p003:warm_thriller","p003","emotional","warm_thriller",true,2,3,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,45.048,80,"mood-aligned"
"p003:warm_thriller","p003","emotional","warm_thriller",true,3,1,101,"Léon: The Professional",0.500000,KEYWORD_BACKED,true,true,65.691,80,"high-rated"
"p003:warm_thriller","p003","emotional","warm_thriller",true,3,2,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,65.691,80,"mood-aligned"
"p003:warm_thriller","p003","emotional","warm_thriller",true,3,3,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,65.691,80,"mood-aligned"
"p003:warm_thriller","p003","emotional","warm_thriller",true,4,1,745,"The Sixth Sense",0.500000,KEYWORD_BACKED,true,true,61.836,80,"genre-affinity"
"p003:warm_thriller","p003","emotional","warm_thriller",true,4,2,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,61.836,80,"high-rated"
"p003:warm_thriller","p003","emotional","warm_thriller",true,5,1,101,"Léon: The Professional",0.500000,KEYWORD_BACKED,true,true,58.734,80,"genre-affinity"
"p003:warm_thriller","p003","emotional","warm_thriller",true,5,2,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,58.734,80,"high-rated"
"p003:warm_thriller","p003","emotional","warm_thriller",true,6,1,101,"Léon: The Professional",0.500000,KEYWORD_BACKED,true,true,70.648,80,"genre-affinity"
"p003:warm_thriller","p003","emotional","warm_thriller",true,6,2,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,70.648,80,"popular"
"p003:warm_thriller","p003","emotional","warm_thriller",true,6,3,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,70.648,80,"genre-affinity"
"p003:warm_thriller","p003","emotional","warm_thriller",true,6,4,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,70.648,80,"high-rated"
"p003:warm_thriller","p003","emotional","warm_thriller",true,6,5,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,70.648,80,"mood-aligned"
"p003:warm_thriller","p003","emotional","warm_thriller",true,7,1,745,"The Sixth Sense",0.500000,KEYWORD_BACKED,true,true,79.977,80,"genre-affinity"
"p003:warm_thriller","p003","emotional","warm_thriller",true,7,2,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,79.977,80,"popular"
"p003:warm_thriller","p003","emotional","warm_thriller",true,7,3,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,79.977,80,"high-rated"
"p003:warm_thriller","p003","emotional","warm_thriller",true,8,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,71.697,80,"genre-affinity"
"p003:warm_thriller","p003","emotional","warm_thriller",true,8,2,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,71.697,80,"genre-affinity"
"p003:warm_thriller","p003","emotional","warm_thriller",true,9,1,550,"Fight Club",0.500000,KEYWORD_BACKED,false,true,66.861,80,"high-rated"
"p003:warm_thriller","p003","emotional","warm_thriller",true,9,2,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,66.861,80,"mood-aligned"
"p003:warm_comfort","p003","emotional","warm_comfort",true,0,1,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,70.357,80,"genre-affinity"
"p003:warm_comfort","p003","emotional","warm_comfort",true,1,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,80.517,80,"mood-aligned"
"p003:warm_comfort","p003","emotional","warm_comfort",true,1,2,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,80.517,80,"genre-affinity"
"p003:warm_comfort","p003","emotional","warm_comfort",true,1,3,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,80.517,80,"mood-aligned"
"p003:warm_comfort","p003","emotional","warm_comfort",true,1,4,2105,"American Pie",0.500000,KEYWORD_BACKED,false,true,80.517,80,"genre-affinity"
"p003:warm_comfort","p003","emotional","warm_comfort",true,2,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,64.312,80,"popular"
"p003:warm_comfort","p003","emotional","warm_comfort",true,2,2,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,64.312,80,"high-rated"
"p003:warm_comfort","p003","emotional","warm_comfort",true,2,3,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,64.312,80,"popular"
"p003:warm_comfort","p003","emotional","warm_comfort",true,3,1,637,"Life Is Beautiful",0.500000,KEYWORD_BACKED,true,true,67.415,80,"genre-affinity"
"p003:warm_comfort","p003","emotional","warm_comfort",true,3,2,863,"Toy Story 2",0.500000,KEYWORD_BACKED,false,true,67.415,80,"genre-affinity"
"p003:warm_comfort","p003","emotional","warm_comfort",true,3,3,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,67.415,80,"mood-aligned"
"p003:warm_comfort","p003","emotional","warm_comfort",true,3,4,101,"Léon: The Professional",0.500000,KEYWORD_BACKED,true,true,67.415,80,"high-rated"
"p003:warm_comfort","p003","emotional","warm_comfort",true,4,1,863,"Toy Story 2",0.500000,KEYWORD_BACKED,false,true,62.288,80,"genre-affinity"
"p003:warm_comfort","p003","emotional","warm_comfort",true,4,2,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,62.288,80,"popular"
"p003:warm_comfort","p003","emotional","warm_comfort",true,4,3,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,62.288,80,"popular"
"p003:warm_comfort","p003","emotional","warm_comfort",true,5,1,863,"Toy Story 2",0.500000,KEYWORD_BACKED,false,true,59.602,80,"genre-affinity"
"p003:warm_comfort","p003","emotional","warm_comfort",true,5,2,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,59.602,80,"genre-affinity"
"p003:warm_comfort","p003","emotional","warm_comfort",true,5,3,2105,"American Pie",0.500000,KEYWORD_BACKED,false,true,59.602,80,"genre-affinity"
"p003:warm_comfort","p003","emotional","warm_comfort",true,6,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,55.691,80,"popular"
"p003:warm_comfort","p003","emotional","warm_comfort",true,6,2,101,"Léon: The Professional",0.500000,KEYWORD_BACKED,true,true,55.691,80,"high-rated"
"p003:warm_comfort","p003","emotional","warm_comfort",true,7,1,745,"The Sixth Sense",0.500000,KEYWORD_BACKED,true,true,63.803,80,"high-rated"
"p003:warm_comfort","p003","emotional","warm_comfort",true,7,2,603,"The Matrix",0.500000,KEYWORD_BACKED,false,true,63.803,80,"high-rated"
"p003:warm_comfort","p003","emotional","warm_comfort",true,8,1,278,"The Shawshank Redemption",0.500000,KEYWORD_BACKED,false,true,71.256,80,"popular"
"p003:warm_comfort","p003","emotional","warm_comfort",true,8,2,13,"Forrest Gump",0.500000,KEYWORD_BACKED,false,true,71.256,80,"mood-aligned"
